7054,3718A,400,2024-01-17,2025-10-31,P,Z028,""
7055,2666E,100,2024-08-02,2025-10-11,P,Z173,""
7056,5667A,500,2024-04-06,2025-01-28,P,Z154,""
7057,38004,300,2024-02-14,2025-10-19,P,Z001,""
7058,41851,400,2024-08-05,2025-11-23,P,Z178,""
7059,37705,50,2024-04-18,2025-06-10,P,Z121,""
7060,4468B,350,2024-07-05,2025-01-04,P,Z152,""
7061,1225C,450,2024-09-28,2025-08-16,P,Z069,""
7062,66359,450,2024-04-03,2025-03-03,P,Z156,""
7063,5401C,300,2024-01-14,2025-04-03,P,Z111,""
7064,46032,150,2024-06-22,2025-05-18,P,Z074,""
7065,2347A,450,2024-04-03,2025-04-24,P,Z102,""
7066,3549D,250,2024-01-13,2025-02-19,P,Z081,""
7067,7957B,200,2024-01-14,2025-07-07,P,Z169,""
7068,20080,450,2024-03-06,2025-08-22,P,Z156,""
7069,41056,400,2024-09-18,2025-02-08,P,Z143,""
7070,0761D,200,2024-08-17,2025-08-06,P,Z133,""
7071,9975D,350,2024-01-04,2025-10-19,P,Z174,""
7072,46291,150,2024-06-26,2025-03-07,P,Z107,""
7073,20341,400,2024-01-25,2025-06-09,P,Z066,""
7074,2017D,450,2024-05-13,2025-05-29,P,Z027,""
7075,5181D,250,2024-10-04,2025-11-29,P,Z120,""
7076,06948,400,2024-04-08,2025-05-23,P,Z063,""
7077,9777C,400,2024-06-10,2025-03-10,P,Z101,""
7078,47271,400,2024-01-31,2025-03-22,P,Z036,""
7079,53190,350,2024-08-27,2025-03-16,P,Z074,""
7080,2350E,400,2024-10-21,2025-05-31,P,Z056,""
7081,8150B,150,2024-05-30,2025-11-30,P,Z074,""
7082,71903,500,2024-02-18,2025-11-02,P,Z045,""
7083,4077C,50,2024-08-06,2025-10-18,P,Z145,""
7084,7111B,200,2024-02-25,2025-02-05,P,Z032,""
7085,8612D,500,2024-10-28,2025-05-11,P,Z063,""
7086,37972,50,2024-10-28,2025-10-20,P,Z129,""
7087,52125,150,2024-07-07,2025-08-19,P,Z116,""
7088,2213E,400,2024-03-04,2025-10-01,P,Z039,""
7089,5369B,400,2024-03-26,2025-02-03,P,Z053,""
7090,0229A,100,2024-10-23,2025-02-10,P,Z057,""
7091,2761C,200,2024-11-21,2025-04-02,P,Z012,""
7092,98937,300,2024-10-26,2025-11-23,P,Z020,""
7093,2025E,250,2024-01-12,2025-08-06,P,Z116,""
7094,5329D,500,2024-09-30,2025-03-12,P,Z043,""
7095,39933,200,2024-09-05,2025-05-02,P,Z128,""
7096,8712C,150,2023-12-17,2025-08-03,P,Z025,""
7097,7781B,250,2024-11-02,2025-04-20,P,Z054,""
7098,22430,450,2024-01-08,2025-01-18,P,Z081,""
7099,1858C,100,2024-08-29,2025-04-12,P,Z030,""
7100,41553,100,2023-12-13,2025-07-19,P,Z029,""
7101,7716D,450,2024-10-04,2025-02-14,P,Z152,""
7702,25654,200,2024-11-05,2025-03-30,P,Z123,""
7703,3319A,150,2024-10-23,2025-11-10,P,Z119,""
7704,0679A,450,2023-12-21,2025-06-23,P,Z122,""
7705,77340,300,2024-09-27,2025-03-11,P,Z045,""
7706,89127,300,2024-03-12,2025-05-14,P,Z043,""
7707,57406,50,2024-04-10,2025-01-20,P,Z143,""
7708,76818,200,2024-11-20,2025-08-14,P,Z159,""
7709,50942,400,2024-11-25,2025-02-12,P,Z002,""
7710,07397,500,2023-12-06,2025-05-24,P,Z004,""
7711,2870E,300,2024-09-18,2025-02-27,P,Z046,""
7712,5811C,300,2024-05-14,2025-05-10,P,Z110,""
7713,1283D,250,2024-11-01,2025-11-08,P,Z118,""
7714,58333,100,2024-02-02,2025-01-04,P,Z114,""
7715,12895,350,2024-07-19,2025-10-14,P,Z008,""
7716,39637,300,2024-01-06,2025-05-06,P,Z090,""
7717,85800,200,2024-01-24,2025-03-21,P,Z009,""
7718,95888,300,2024-04-14,2025-03-27,P,Z018,""
7719,77387,450,2024-10-18,2025-11-22,P,Z102,""
7720,5496C,300,2024-07-03,2025-09-23,P,Z048,""
7721,49712,450,2024-05-19,2025-07-22,P,Z015,""
7722,3311A,250,2024-10-12,2025-05-14,P,Z160,""
7723,3919B,300,2024-10-17,2025-04-22,P,Z084,""
7724,6361A,500,2024-03-14,2025-05-13,P,Z009,""
7725,3722D,400,2024-07-17,2025-04-28,P,Z087,""
7726,8433D,50,2024-08-07,2025-09-20,P,Z037,""
7727,7017D,50,2024-10-23,2025-10-04,P,Z168,""
7728,2978B,400,2024-03-15,2025-06-29,P,Z144,""
7729,64111,450,2023-12-16,2025-01-05,P,Z133,""
7730,6600A,400,2024-09-12,2025-11-12,P,Z097,""
7731,37195,50,2024-02-07,2025-02-24,P,Z059,""
7732,10981,400,2024-11-28,2025-02-03,P,Z002,""
7733,51850,500,2024-06-14,2025-03-05,P,Z148,""
7734,26875,250,2023-12-16,2025-09-01,P,Z014,""
7735,4252D,250,2024-06-18,2025-11-20,P,Z153,""
7736,01607,400,2024-02-17,2025-11-30,P,Z079,""
7737,34347,350,2024-04-18,2025-01-27,P,Z059,""
7738,6109B,500,2024-08-31,2025-05-02,P,Z143,""
7739,08484,150,2024-01-02,2025-07-01,P,Z160,""
7740,6883C,400,2023-12-18,2025-05-08,P,Z166,""
7741,32160,450,2024-04-13,2025-07-09,P,Z053,""
7742,69815,450,2024-10-04,2025-06-10,P,Z108,""
7743,40702,400,2024-05-27,2025-10-04,P,Z054,""
7744,3878A,450,2024-06-01,2025-10-13,P,Z114,""
7745,4001C,50,2024-03-10,2025-02-05,P,Z077,""
7746,6010B,50,2024-02-19,2025-04-09,P,Z020,""
7747,01115,50,2024-01-16,2025-02-08,P,Z079,""
7748,6118B,500,2024-08-23,2025-11-22,P,Z141,""
7749,8706C,500,2023-12-17,2025-03-28,P,Z128,""
7750,7466B,150,2024-10-22,2025-05-25,P,Z107,""
7751,9794C,350,2024-07-22,2025-05-25,P,Z067,""
7752,8069B,300,2024-03-16,2025-04-21,P,Z080,""
7753,4379D,300,2024-07-17,2025-03-04,P,Z172,""
7754,37753,150,2024-05-12,2025-05-13,P,Z173,""
7755,4814C,300,2024-09-15,2025-10-09,P,Z008,""
7756,3186D,100,2024-06-29,2025-04-07,P,Z140,""
7757,5824A,150,2024-12-03,2025-03-18,P,Z115,""
7758,1565E,500,2024-06-10,2025-01-14,P,Z109,""
7759,02134,450,2023-12-11,2025-01-30,P,Z014,""
7760,38716,150,2024-06-14,2025-09-04,P,Z173,""
7761,77812,150,2024-04-07,2025-01-04,P,Z072,""
7762,35939,150,2024-07-23,2025-01-27,P,Z161,""
7763,8471D,150,2023-12-24,2025-09-05,P,Z071,""
7764,90448,500,2024-11-13,2025-03-04,P,Z151,""
7765,2568D,50,2024-10-11,2025-06-25,P,Z177,""
7766,77799,50,2024-08-30,2025-11-26,P,Z158,""
7767,43655,450,2024-04-06,2025-11-12,P,Z171,""
7768,1097C,100,2024-08-17,2025-05-01,P,Z079,""
7769,13909,200,2024-07-16,2025-05-29,P,Z034,""
7770,3989A,300,2024-01-12,2025-09-17,P,Z088,""
7771,3102B,300,2024-02-03,2025-08-07,P,Z079,""
7772,38785,300,2024-02-12,2025-02-24,P,Z128,""
7773,3085D,200,2024-07-26,2025-04-16,P,Z083,""
7774,5831A,350,2023-12-06,2025-11-26,P,Z014,""
7775,31237,400,2024-08-05,2025-05-17,P,Z027,""
7776,4516A,300,2024-01-08,2025-08-17,P,Z029,""
7777,26551,450,2024-09-25,2025-07-30,P,Z059,""
7778,20982,100,2024-02-14,2025-05-27,P,Z079,""
7779,0792C,250,2024-02-28,2025-05-06,P,Z175,""
7780,2341B,300,2024-05-31,2025-08-28,P,Z030,""
7781,37752,350,2024-10-11,2025-11-13,P,Z129,""
7782,3086D,350,2024-03-05,2025-03-01,P,Z152,""
7783,3984B,350,2024-06-12,2025-10-22,P,Z119,""
7784,66904,100,2024-06-27,2025-10-11,P,Z086,""
7785,02340,500,2024-04-19,2025-05-13,P,Z013,""
7786,32904,450,2024-11-02,2025-04-08,P,Z058,""
7787,95049,50,2024-09-04,2025-04-26,P,Z117,""
7788,2355D,350,2024-08-23,2025-02-18,P,Z078,""
7789,6657C,50,2024-02-13,2025-11-22,P,Z083,""
7790,9431B,450,2024-09-09,2025-08-21,P,Z152,""
7791,2413B,500,2024-04-21,2025-05-14,P,Z070,""
7792,5595A,400,2024-08-02,2025-03-25,P,Z114,""
7793,10097,100,2024-02-09,2025-10-02,P,Z172,""
7794,8397D,500,2024-03-18,2025-03-25,P,Z092,""
7795,1644C,250,2023-12-14,2025-04-13,P,Z016,""
7796,04492,350,2024-08-22,2025-02-20,P,Z063,""
7797,0960E,500,2024-04-22,2025-06-11,P,Z101,""
7798,97686,200,2024-02-14,2025-01-21,P,Z056,""
7799,0979C,100,2024-09-03,2025-06-23,P,Z027,""
7800,40971,300,2024-10-09,2025-02-25,P,Z089,""
7801,6622A,300,2024-01-12,2025-07-23,P,Z024,""
7802,35073,200,2024-07-08,2025-07-07,P,Z115,""
7803,04157,50,2024-10-13,2025-07-23,P,Z161,""
7804,5319B,200,2023-12-06,2025-02-04,P,Z070,""
7805,20335,200,2024-07-12,2025-08-26,P,Z097,""
7806,6264C,350,2024-07-28,2025-09-22,P,Z074,""
7807,4078A,350,2024-01-30,2025-01-12,P,Z009,""
7808,11324,250,2024-02-19,2025-02-14,P,Z063,""
7809,05837,150,2024-11-17,2025-02-28,P,Z090,""
7810,3278A,250,2024-10-07,2025-09-26,P,Z129,""
7811,36913,200,2024-04-08,2025-10-24,P,Z174,""
7812,1983E,250,2024-05-16,2025-12-02,P,Z139,""
7813,18539,50,2024-01-02,2025-06-12,P,Z116,""
7814,5783D,500,2024-10-04,2025-05-07,P,Z178,""
7815,9292D,400,2024-07-22,2025-06-08,P,Z150,""
7816,62805,50,2024-04-18,2025-07-05,P,Z147,""
7817,59802,150,2024-10-09,2025-05-07,P,Z132,""
7818,1357E,500,2024-01-20,2025-09-03,P,Z072,""
7819,2568E,300,2024-06-14,2025-02-25,P,Z165,""
7820,59126,500,2024-01-23,2025-03-31,P,Z011,""
7821,40899,100,2024-09-14,2025-04-08,P,Z081,""
7822,02829,100,2024-10-22,2025-03-31,P,Z060,""
7823,85088,200,2024-06-21,2025-07-30,P,Z117,""
7824,72151,450,2024-01-13,2025-07-14,P,Z001,""
7825,5746D,500,2023-12-31,2025-11-30,P,Z145,""
7826,5377B,450,2024-05-27,2025-04-14,P,Z086,""
7827,92435,200,2023-12-19,2025-04-11,P,Z027,""
7828,2926D,50,2024-01-13,2025-05-10,P,Z098,""
7829,5279D,400,2024-04-25,2025-07-03,P,Z104,""
7830,9432B,250,2023-12-22,2025-03-18,P,Z170,""
7831,4452D,500,2024-06-29,2025-06-24,P,Z115,""
7832,1224E,400,2024-02-07,2025-05-22,P,Z062,""
7833,7890B,350,2024-08-07,2025-09-24,P,Z003,""
7834,0950D,500,2024-08-15,2025-10-14,P,Z080,""
7835,86048,300,2024-02-18,2025-06-27,P,Z171,""
7836,2110C,150,2024-06-14,2025-08-07,P,Z037,""
7837,76473,350,2024-07-23,2025-08-08,P,Z049,""
7838,6471C,100,2024-11-10,2025-03-20,P,Z029,""
7839,8596B,300,2023-12-30,2025-11-21,P,Z111,""
7840,47457,500,2024-01-15,2025-01-28,P,Z046,""
7841,02574,300,2024-09-28,2025-11-30,P,Z165,""
7842,22696,400,2024-01-09,2025-06-11,P,Z071,""
7843,6805C,400,2024-08-31,2025-03-06,P,Z074,""
7844,07618,250,2024-02-11,2025-04-25,P,Z024,""
7845,10485,100,2024-06-13,2025-10-25,P,Z109,""
7846,89757,500,2024-11-18,2025-01-12,P,Z028,""
7847,21517,200,2024-07-11,2025-11-30,P,Z074,""
7848,6348D,100,2024-05-18,2025-02-18,P,Z156,""
7849,37607,300,2024-02-26,2025-06-04,P,Z167,""
7850,8072B,50,2024-11-16,2025-05-16,P,Z064,""
7851,83928,250,2024-08-02,2025-08-15,P,Z167,""
7852,8168D,250,2024-05-29,2025-01-14,P,Z071,""
7853,60341,300,2024-10-05,2025-01-16,P,Z081,""
7854,4057C,250,2024-09-05,2025-07-07,P,Z031,""
7855,84837,250,2024-12-02,2025-03-31,P,Z178,""
7856,57814,450,2024-07-02,2025-05-16,P,Z029,""
7857,3332D,150,2024-10-28,2025-08-10,P,Z013,""
7858,1444E,350,2024-05-28,2025-09-22,P,Z153,""
7859,0182E,50,2024-06-13,2025-01-13,P,Z112,""
7860,48828,150,2024-01-04,2025-11-19,P,Z172,""
7861,62966,100,2023-12-23,2025-11-19,P,Z056,""
7862,64624,150,2024-06-18,2025-05-28,P,Z121,""
7863,7842D,450,2024-06-30,2025-02-26,P,Z063,""
7864,3764B,50,2024-05-23,2025-09-06,P,Z048,""
7865,28631,200,2024-04-30,2025-06-16,P,Z066,""
7866,1344C,150,2024-07-03,2025-07-07,P,Z001,""
7867,27549,100,2024-07-06,2025-06-08,P,Z177,""
7868,91334,450,2024-09-20,2025-02-26,P,Z118,""
7869,3079C,200,2024-01-23,2025-02-10,P,Z036,""
7870,7206D,200,2024-04-22,2025-06-20,P,Z046,""
7871,7093D,250,2023-12-07,2025-03-11,P,Z126,""
7872,89862,500,2023-12-08,2025-01-11,P,Z005,""
7873,43032,450,2024-04-15,2025-04-21,P,Z015,""
7874,23640,100,2024-01-09,2025-06-05,P,Z070,""
7875,6900D,150,2024-11-04,2025-04-24,P,Z036,""
7876,1888E,150,2024-11-30,2025-10-30,P,Z169,""
7877,3464D,450,2024-04-06,2025-12-03,P,Z130,""
7878,7840B,500,2024-01-28,2025-09-05,P,Z031,""
7879,9029D,500,2024-09-23,2025-01-04,P,Z055,""
7880,45896,100,2024-07-05,2025-09-09,P,Z056,""
7881,34171,150,2024-04-17,2025-07-02,P,Z108,""
7882,3828A,300,2024-03-05,2025-09-19,P,Z091,""
7883,04403,250,2024-06-04,2025-03-18,P,Z052,""
7884,88514,350,2024-01-15,2025-05-03,P,Z083,""
7885,96169,400,2024-04-05,2025-02-23,P,Z019,""
7886,7716C,150,2024-06-20,2025-08-23,P,Z046,""
7887,36411,300,2024-01-25,2025-04-15,P,Z144,""
7888,59592,100,2024-11-16,2025-01-14,P,Z127,""
7889,0594E,400,2024-05-10,2025-02-04,P,Z028,""
7890,9456C,200,2024-03-09,2025-04-08,P,Z151,""
7891,9045D,300,2024-09-20,2025-12-01,P,Z013,""
7892,1500D,400,2024-09-29,2025-06-09,P,Z150,""
7893,1615E,400,2024-08-29,2025-06-29,P,Z048,""
7894,7911D,150,2024-08-22,2025-02-28,P,Z021,""
7895,1023B,100,2024-08-17,2025-09-24,P,Z126,""
7896,5831A,450,2024-01-02,2025-01-23,P,Z127,""
7897,5252C,150,2024-11-15,2025-09-18,P,Z011,""
7898,43822,250,2024-11-08,2025-03-23,P,Z027,""
7899,2759C,350,2024-09-02,2025-06-25,P,Z142,""
7900,59361,200,2024-05-21,2025-01-22,P,Z047,""
7901,1677C,50,2024-01-08,2025-10-14,P,Z114,""
7902,01622,450,2023-12-17,2025-01-20,P,Z155,""
7903,91488,200,2024-06-02,2025-06-29,P,Z013,""
7904,7591C,250,2023-12-26,2025-01-20,P,Z102,""
7905,2281A,350,2024-10-05,2025-08-16,P,Z177,""
7906,51865,350,2024-05-09,2025-03-16,P,Z035,""
7907,09231,400,2024-03-29,2025-11-28,P,Z067,""
7908,4994C,50,2024-06-06,2025-11-11,P,Z014,""
7909,7296C,300,2024-09-17,2025-11-14,P,Z055,""
7910,30627,250,2024-08-25,2025-07-31,P,Z060,""
7911,7097D,250,2024-08-24,2025-08-09,P,Z012,""
7912,1812E,150,2024-09-21,2025-10-05,P,Z140,""
7913,4415C,350,2024-01-20,2025-04-04,P,Z173,""
7914,7719D,250,2024-10-22,2025-07-06,P,Z112,""
7915,6153A,350,2024-04-08,2025-08-31,P,Z132,""
7916,0726E,200,2023-12-23,2025-02-19,P,Z161,""
7917,9320A,100,2024-03-02,2025-07-06,P,Z162,""
7918,5947D,150,2024-02-28,2025-06-13,P,Z031,""
7919,21192,500,2024-10-12,2025-10-24,P,Z062,""
7920,90411,200,2024-09-07,2025-06-07,P,Z079,""
7921,5448D,100,2024-07-27,2025-07-25,P,Z030,""
7922,1084D,500,2024-11-24,2025-01-24,P,Z098,""
7923,8864C,400,2024-02-15,2025-10-22,P,Z177,""
7924,95868,200,2024-03-18,2025-08-03,P,Z082,""
7925,0341C,400,2024-03-13,2025-10-03,P,Z120,""
7926,54305,250,2024-04-30,2025-12-05,P,Z023,""
7927,14491,300,2024-01-10,2025-02-08,P,Z105,""
7928,45540,100,2024-03-09,2025-05-12,P,Z057,""
7929,8432B,200,2024-11-11,2025-06-01,P,Z088,""
7930,41006,250,2024-04-18,2025-01-11,P,Z106,""
7931,78056,400,2024-05-02,2025-05-09,P,Z101,""
7932,3744B,250,2024-09-11,2025-11-06,P,Z117,""
7933,1831A,200,2023-12-31,2025-07-29,P,Z129,""
7934,3461C,50,2024-09-24,2025-01-31,P,Z012,""
7935,1304D,500,2024-10-06,2025-08-18,P,Z098,""
7936,6155B,50,2024-02-14,2025-01-16,P,Z086,""
7937,5255C,50,2024-10-08,2025-09-15,P,Z122,""
7938,0674B,200,2024-09-05,2025-05-10,P,Z028,""
7939,34591,300,2023-12-23,2025-03-29,P,Z097,""
7940,22320,150,2024-07-02,2025-03-12,P,Z091,""
7941,32169,50,2024-07-04,2025-08-17,P,Z147,""
7942,53915,250,2024-04-01,2025-01-09,P,Z106,""
7943,5718A,50,2024-10-13,2025-05-06,P,Z098,""
7944,24863,150,2024-02-26,2025-08-11,P,Z035,""
7945,66662,100,2023-12-27,2025-01-29,P,Z175,""
7946,28911,400,2024-01-17,2025-10-19,P,Z149,""
7947,4385C,100,2023-12-13,2025-09-12,P,Z051,""
7948,4366B,150,2024-02-12,2025-10-24,P,Z073,""
7949,3952D,450,2024-09-15,2025-10-09,P,Z082,""
7950,49711,450,2023-12-21,2025-05-03,P,Z024,""
7951,2443A,200,2024-10-02,2025-07-08,P,Z043,""
7952,8747D,400,2024-06-11,2025-04-28,P,Z080,""
7953,3479D,500,2024-01-04,2025-11-26,P,Z072,""
7954,2039D,300,2024-05-22,2025-06-30,P,Z033,""
7955,2117D,250,2024-11-04,2025-04-10,P,Z067,""
7956,2679B,500,2024-04-25,2025-07-15,P,Z159,""
7957,1251A,450,2024-11-30,2025-07-22,P,Z100,""
7958,4101B,400,2024-06-26,2025-10-06,P,Z120,""
7959,4567C,200,2024-12-01,2025-11-08,P,Z030,""
7960,7884C,150,2024-08-13,2025-04-09,P,Z088,""
7961,3431C,350,2024-02-23,2025-07-05,P,Z139,""
7962,3740A,150,2024-05-22,2025-06-24,P,Z033,""
7963,41880,350,2024-03-30,2025-09-17,P,Z143,""
7964,21269,300,2024-03-05,2025-05-29,P,Z037,""
7965,1973D,250,2024-09-07,2025-06-14,P,Z098,""
7966,9993D,250,2024-07-26,2025-10-26,P,Z178,""
7967,84947,300,2024-02-05,2025-05-14,P,Z137,""
7968,6914B,350,2024-04-03,2025-07-29,P,Z105,""
7969,6448D,300,2024-01-16,2025-11-28,P,Z154,""
7970,04610,500,2024-05-11,2025-10-19,P,Z158,""
7971,0159B,50,2023-12-19,2025-06-11,P,Z156,""
7972,81094,400,2024-05-08,2025-08-12,P,Z030,""
7973,02566,50,2024-01-12,2025-11-05,P,Z042,""
7974,76956,300,2023-12-31,2025-02-20,P,Z137,""
7975,45728,250,2024-06-23,2025-06-20,P,Z173,""
7976,7094D,300,2024-10-20,2025-05-27,P,Z160,""
7977,42384,500,2024-08-08,2025-07-22,P,Z008,""
7978,50537,500,2024-05-18,2025-07-02,P,Z085,""
7979,2502D,400,2023-12-29,2025-09-27,P,Z047,""
7980,48046,200,2024-04-25,2025-09-27,P,Z084,""
7981,5456C,150,2024-05-19,2025-01-08,P,Z049,""
7982,25132,350,2024-10-16,2025-04-29,P,Z115,""
7983,6692D,500,2024-09-08,2025-02-16,P,Z003,""
7984,21295,300,2024-10-11,2025-05-21,P,Z028,""
7985,7459D,150,2024-04-29,2025-05-02,P,Z121,""
7986,85218,450,2024-09-26,2025-04-09,P,Z153,""
7987,32800,500,2024-09-30,2025-05-29,P,Z076,""
7988,0462D,400,2024-11-15,2025-08-05,P,Z118,""
7989,04632,250,2024-07-23,2025-04-16,P,Z157,""
7990,33540,150,2024-01-18,2025-04-27,P,Z034,""
7991,6543D,150,2024-07-17,2025-06-22,P,Z174,""
7992,1174D,200,2024-09-10,2025-02-20,P,Z105,""
7993,10122,450,2024-03-27,2025-05-19,P,Z058,""
7994,7452C,150,2024-02-23,2025-11-05,P,Z062,""
7995,5715B,500,2024-03-21,2025-05-23,P,Z099,""
7996,66392,300,2024-05-18,2025-01-28,P,Z005,""
7997,36276,300,2024-01-29,2025-05-12,P,Z105,""
7998,20364,500,2024-05-17,2025-03-11,P,Z171,""
7999,6612D,400,2024-06-10,2025-02-25,P,Z154,""
8000,10456,50,2024-03-23,2025-06-25,P,Z138,""
8001,1047E,200,2024-11-04,2025-06-10,P,Z045,""
7302,9265B,450,2024-07-13,2025-02-24,P,Z145,""
7303,1420D,350,2024-05-29,2025-02-10,P,Z090,""
7304,0830C,500,2024-09-27,2025-01-10,P,Z020,""
7305,4804D,150,2024-08-14,2025-06-30,P,Z037,""
7306,1704E,400,2024-01-30,2025-10-02,P,A001,""
7307,44740,150,2024-04-18,2025-05-18,P,Z133,""
7308,96411,400,2024-03-23,2025-05-26,P,Z113,""
7309,85979,200,2024-06-06,2025-06-29,P,Z019,""
7310,05564,250,2024-11-16,2025-02-16,P,Z078,""
7311,9695B,400,2024-02-23,2025-02-19,P,Z058,""
7312,85945,400,2024-11-22,2025-04-04,P,Z137,""
7313,1956D,100,2024-05-15,2025-04-29,P,Z072,""
7314,90173,150,2023-12-13,2025-02-03,P,Z081,""
7315,1878D,250,2024-05-30,2025-06-07,P,Z014,""
7316,6487A,150,2024-05-20,2025-03-23,P,Z041,""
7317,4832C,300,2024-09-23,2025-02-19,P,Z121,""
7318,2010B,150,2024-01-09,2025-11-23,P,Z079,""
7319,1583C,300,2024-07-07,2025-08-29,P,Z095,""
7320,2866E,500,2024-02-23,2025-11-24,P,Z042,""
7321,6001B,200,2024-03-04,2025-01-05,P,Z032,""
7322,39118,50,2024-06-11,2025-02-01,P,Z023,""
7323,8557C,350,2024-02-13,2025-11-08,P,Z021,""
7324,04890,250,2024-02-01,2025-10-13,P,Z091,""
7325,09552,200,2024-08-22,2025-09-02,P,Z112,""
7326,9445D,150,2024-07-20,2025-06-22,P,Z161,""
7327,2460C,250,2024-08-08,2025-11-06,P,Z102,""
7328,42160,350,2024-05-26,2025-06-21,P,Z147,""
7329,2156C,500,2024-02-19,2025-10-15,P,Z008,""
7330,2710E,350,2024-03-21,2025-07-07,P,Z104,""
7331,42083,500,2024-02-16,2025-09-07,P,Z043,""
7332,47376,50,2024-03-24,2025-02-19,P,Z031,""
7333,0869E,450,2024-02-26,2025-04-15,P,Z155,""
7334,3094D,450,2024-04-01,2025-04-25,P,Z146,""
7335,05563,350,2024-07-09,2025-05-24,P,Z057,""
7336,4660A,150,2024-03-13,2025-02-10,P,Z125,""
7337,77104,200,2024-11-04,2025-03-21,P,Z153,""
7338,22494,50,2024-04-14,2025-04-29,P,Z082,""
7339,5287D,450,2024-06-12,2025-11-20,P,Z033,""
7340,8388D,250,2024-10-21,2025-10-08,P,Z125,""
7341,20097,250,2024-04-23,2025-05-11,P,Z127,""
7342,93859,350,2024-03-03,2025-08-20,P,Z057,""
7343,1641C,500,2024-07-22,2025-06-16,P,Z153,""
7344,81127,350,2024-01-12,2025-11-07,P,Z054,""
7345,27805,450,2024-04-15,2025-09-01,P,Z171,""
7346,64866,300,2024-07-14,2025-06-20,P,Z084,""
7347,87609,500,2024-06-09,2025-01-09,P,Z147,""
7348,08257,450,2024-06-21,2025-01-09,P,Z079,""
7349,00464,150,2024-11-01,2025-03-10,P,Z043,""
7350,2079A,250,2024-04-27,2025-02-28,P,Z100,""
7351,9790C,450,2024-11-08,2025-05-19,P,Z162,""
7352,0644D,300,2024-09-21,2025-05-16,P,Z112,""
7353,6477C,350,2024-05-15,2025-01-06,P,Z173,""
7354,3920C,450,2024-05-12,2025-03-03,P,Z063,""
7355,2428A,450,2024-08-06,2025-06-06,P,Z165,""
7356,5099D,150,2023-12-12,2025-03-02,P,Z157,""
7357,95209,350,2024-11-13,2025-05-11,P,Z072,""
7358,58652,300,2024-03-14,2025-04-24,P,Z127,""
7359,5104C,350,2024-05-19,2025-12-01,P,Z089,""
7360,0590D,100,2024-06-26,2025-06-29,P,Z059,""
7361,0586D,250,2024-09-24,2025-08-19,P,Z144,""
7362,3129C,50,2024-03-09,2025-07-21,P,Z025,""
7363,06965,450,2023-12-06,2025-03-02,P,Z149,""
7364,43157,450,2024-07-01,2025-09-04,P,Z155,""
7365,0781E,500,2024-02-23,2025-05-04,P,Z008,""
7366,0900E,500,2024-08-29,2025-01-24,P,Z174,""
7367,39741,500,2024-05-16,2025-11-15,P,Z083,""
7368,9641D,100,2024-05-10,2025-07-29,P,Z081,""
7369,6686D,350,2024-04-15,2025-10-23,P,Z040,""
7370,6087D,250,2024-01-03,2025-06-05,P,Z072,""
7371,15722,300,2024-11-08,2025-10-01,P,Z069,""
7372,87168,250,2024-11-16,2025-02-10,P,Z145,""
7373,89371,200,2024-10-20,2025-04-28,P,Z085,""
7374,5245D,350,2024-03-29,2025-02-18,P,Z041,""
7375,53251,450,2024-05-16,2025-11-01,P,Z107,""
7376,2306D,450,2024-04-15,2025-02-05,P,Z152,""
7377,3248B,500,2024-10-09,2025-01-10,P,Z149,""
7378,38159,450,2024-11-23,2025-08-06,P,Z094,""
7379,6288B,300,2024-04-02,2025-06-20,P,Z061,""
7380,37013,150,2024-06-09,2025-04-09,P,Z030,""
7381,22299,150,2024-11-15,2025-10-15,P,A001,""
7382,7348A,450,2023-12-11,2025-05-19,P,Z120,""
7383,4105D,150,2023-12-30,2025-02-15,P,Z003,""
7384,9447C,450,2024-08-19,2025-07-17,P,Z170,""
7385,56930,50,2024-10-28,2025-08-23,P,Z079,""
7386,6541B,100,2024-03-11,2025-07-13,P,Z128,""
7387,3501A,150,2024-07-19,2025-11-25,P,Z010,""
7388,36892,400,2024-11-10,2025-10-16,P,Z056,""
7389,5019B,500,2024-11-24,2025-07-27,P,Z086,""
7390,62729,500,2024-12-05,2025-02-05,P,Z001,""
7391,41952,150,2024-02-07,2025-05-05,P,Z129,""
7392,95602,200,2024-03-18,2025-04-18,P,Z042,""
7393,6311D,450,2024-09-10,2025-08-31,P,Z086,""
7394,0678E,150,2024-07-12,2025-03-11,P,Z123,""
7395,5447B,500,2024-07-28,2025-06-19,P,Z099,""
7396,36481,200,2024-02-20,2025-07-09,P,Z168,""
7397,3180D,400,2024-09-23,2025-02-09,P,Z135,""
7398,85739,300,2024-09-25,2025-09-29,P,Z103,""
7399,7533B,350,2023-12-06,2025-10-10,P,Z100,""
7400,7199B,200,2024-08-26,2025-02-24,P,Z115,""
7401,76474,450,2024-10-01,2025-02-07,P,Z085,""
7402,1942C,200,2024-08-27,2025-04-12,P,Z103,""
7403,9401C,250,2024-06-01,2025-08-24,P,Z142,""
7404,8726C,500,2024-07-07,2025-05-07,P,Z082,""
7405,4652A,500,2024-02-21,2025-05-26,P,Z084,""
7406,12917,300,2023-12-21,2025-04-17,P,Z013,""
7407,5635D,400,2024-01-03,2025-05-08,P,A002,""
7408,3920B,400,2024-09-22,2025-11-18,P,Z029,""
7409,77988,450,2024-05-06,2025-07-08,P,Z041,""
7410,04223,300,2024-01-20,2025-04-08,P,Z162,""
7411,40818,350,2024-03-05,2025-08-15,P,Z102,""
